course_code|course_description_en|course_description_fr|business_type_en|business_type_fr|provider_en|provider_fr|displayed_on_gccampus_en|displayed_on_gccampus_fr|duration|main_topic_en|main_topic_fr|business_line_en|business_line_fr|required_training_en|required_training_fr|communities_en|communities_fr|point_of_contact|director|program_manager|project_lead
A230|All public servants are required to contribute actively to the protection of government personnel, information, assets and services. This online course provides the foundational knowledge and tools required to meet your responsibilities under the Directive on Departmental Security Management. Participants will gain valuable knowledge and best practices to help them apply the principles of security awareness in their organization. |Tous les fonctionnaires sont tenus de contribuer activement à la protection du personnel, des renseignements, des biens et des services du gouvernement. Ce cours en ligne vous permettra d’acquérir les connaissances et les outils de base dont vous avez besoin pour assumer vos responsabilités conformément à la Directive sur la gestion de la sécurité ministérielle. Vous aurez l’occasion d’enrichir vos connaissances de précieuses informations et de vous familiariser avec des pratiques exemplaires qui vous aideront à mettre en application les principes de sensibilisation à la sécurité dans votre organisation. [A230] |Online|En ligne|CSPS|EFPC|Yes|Oui|2.8|Security|Sécurité|GC and Public Sector Skills|Compétences au GC et à la fonction publique|No|Non|All Employees|Employés|Sarah St-Germain|Jean Cardinal|Miguel Fernandez|Sarah St-Germain & Cynthia Vokey
